Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
Munshiganj Diabetes Hospital,23.5382258,90.538193,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJ2UG2qHutVTcRKnu4KK_j_PM,"GGQQ+77 Munshiganj, Bangladesh",7MMGGGQQ+77
মুন্সিগঞ্জ ডায়বেটিজ হসপিটাল,23.5382411,90.5382868,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJMz8cu8WtVTcR4XSIKFR6JNg,"GGQQ+78 Munshiganj, Bangladesh",7MMGGGQQ+78
Munshiganj TB Hospital,23.5333703,90.5281712,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJz30fZN2tVTcRKIubNIG2YJg,"GGMH+87 Munshiganj, Bangladesh",7MMGGGMH+87
জক্ষ্মা হাসপাতাল,23.533354,90.5281789,3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJZdCYKdatVTcRsT64drdYKqg,"GGMH+87 Munshiganj, Bangladesh",7MMGGGMH+87
Dr Kumar Mridul Das,23.5526098,90.5344304,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","2 Munshiganj Sadar Old Road, Munshiganj",ChIJj2rFOKStVTcRkC7CfZOYf18,"HG3M+2Q Munshiganj, Bangladesh",7MMGHG3M+2Q
pioneer dental medical college,23.5539841,90.5301095,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sadar Hospital Road, Munshiganj",ChIJLWZGVuGtVTcRNYpoBICvuzY,"HG3J+H2 Munshiganj, Bangladesh",7MMGHG3J+H2
isphahani daygonastik sentre,23.5543759,90.5296268,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJWYbBY96tVTcRZxQYQ6y12eY,"HG3H+QV Munshiganj, Bangladesh",7MMGHG3H+QV
Mollah Clinic,23.5539795,90.534123,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","super market road, মুন্সিগঞ্জ",ChIJD9JBCuatVTcRAYtAslNF6S0,"HG3M+HJ Munshiganj, Bangladesh",7MMGHG3M+HJ
Munshiganj Adhunik Hospital,23.5538403,90.5351657,3.6,8,"['hospital', 'health', 'point_of_interest', 'establishment']","নুরজাহান প্লাজা, Jubilee Road, Munshiganj",ChIJQzNXAOatVTcRDcTBON3BWE8,"HG3P+G3 Munshiganj, Bangladesh",7MMGHG3P+G3
Khawjaji Badru Bhai Lalon Sai Akhteruzzaman Ferdousy Hospital,23.5896008,90.5420404,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bandar,ChIJD4fUgBOyVTcRU_ziBAM6m4k,"HGQR+RR Bandar, Bangladesh",7MMGHGQR+RR
ইসমানির চর কমিউনিটি ক্লিনিক,23.558982,90.589139,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","গজারিয়া উপজেলা, ইামানির চর কমিউনিটি ক্লিনিক গজারিয়া",ChIJpceU2kStVTcRkKHTdVTKJuk,"HH5Q+HM Ismanir Char, Bangladesh",7MMGHH5Q+HM
বালুয়াকান্দি কমিউনিটি ক্লিনিক,23.5478112,90.6204165,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gazaria,ChIJVVVVVZVSVDcRig_jxDrSU10,"GJXC+45 Gazaria, Bangladesh",7MMGGJXC+45
Kurmitola General Hospital,23.6209934,90.4980054,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Narayanganj,ChIJoyClEgixVTcRJdWhgSEYAQk,"JFCX+96 Narayanganj, Bangladesh",7MMGJFCX+96
Prime General Hospital,23.6237699,90.5010694,4.2,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Narayanganj Highway,ChIJnYZmawmxVTcRbiOZiPGJGWI,"JGF2+GC Narayanganj, Bangladesh",7MMGJGF2+GC
Labaid diagnostic Naraongonj Branch,23.6243903,90.5001358,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']","House no -56,vasa soinik AKM samsuzzoha road, Naraongonj, নারায়ণগঞ্জ",ChIJMf0BIQmxVTcRVNXAhMbktiM,"JGF2+Q3 Narayanganj, Bangladesh",7MMGJGF2+Q3
Hakim Hafiz Abdul Majid Hospital,23.598485,90.6193026,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Gazaria Upazila,ChIJLYxANT5NVDcRdYMGdpMYtkQ,"HJX9+9P Gazaria, Bangladesh",7MMGHJX9+9P
বাংলাদেশ রেড ক্রিসেন্ট সোসাইটি,23.5421898,90.5305087,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","মুন্সিগঞ্জ সদর উপজেলা, মুন্সিকান্দি, হোমনা",ChIJ2brZe-ytVTcRd-bheIWW_qU,"GGRJ+V6 Munshiganj, Bangladesh",7MMGGGRJ+V6
Munshiganj Diabetic Hospital,23.5424426,90.534812,3.3,8,"['hospital', 'health', 'point_of_interest', 'establishment']","Jubilee Road, Munshiganj",ChIJrybRqdytVTcR0u7gofK6WFU,"GGRM+XW Munshiganj, Bangladesh",7MMGGGRM+XW
নতুন ডায়াবেটিস হাসপাতাল,23.5384501,90.5382795,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Munshiganj",ChIJZYlv-TGtVTcRo_u5uhE4G3c,"GGQQ+98 Munshiganj, Bangladesh",7MMGGGQQ+98
Munshiganj New Diabetic Hospital,23.5383063,90.5382137,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJ-wdRC8etVTcRWaX4N0xZD3g,"GGQQ+87 Munshiganj, Bangladesh",7MMGGGQQ+87
Munshiganj Diabetes Hospital,23.5382258,90.538193,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJ2UG2qHutVTcRKnu4KK_j_PM,"GGQQ+77 Munshiganj, Bangladesh",7MMGGGQQ+77
মুন্সিগঞ্জ ডায়বেটিজ হসপিটাল,23.5382411,90.5382868,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJMz8cu8WtVTcR4XSIKFR6JNg,"GGQQ+78 Munshiganj, Bangladesh",7MMGGGQQ+78
Munshiganj TB Hospital,23.5333703,90.5281712,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJz30fZN2tVTcRKIubNIG2YJg,"GGMH+87 Munshiganj, Bangladesh",7MMGGGMH+87
জক্ষ্মা হাসপাতাল,23.533354,90.5281789,3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJZdCYKdatVTcRsT64drdYKqg,"GGMH+87 Munshiganj, Bangladesh",7MMGGGMH+87
Dr Kumar Mridul Das,23.5526098,90.5344304,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","2 Munshiganj Sadar Old Road, Munshiganj",ChIJj2rFOKStVTcRkC7CfZOYf18,"HG3M+2Q Munshiganj, Bangladesh",7MMGHG3M+2Q
pioneer dental medical college,23.5539841,90.5301095,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sadar Hospital Road, Munshiganj",ChIJLWZGVuGtVTcRNYpoBICvuzY,"HG3J+H2 Munshiganj, Bangladesh",7MMGHG3J+H2
isphahani daygonastik sentre,23.5543759,90.5296268,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJWYbBY96tVTcRZxQYQ6y12eY,"HG3H+QV Munshiganj, Bangladesh",7MMGHG3H+QV
Mollah Clinic,23.5539795,90.534123,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","super market road, মুন্সিগঞ্জ",ChIJD9JBCuatVTcRAYtAslNF6S0,"HG3M+HJ Munshiganj, Bangladesh",7MMGHG3M+HJ
Munshiganj Adhunik Hospital,23.5538403,90.5351657,3.6,8,"['hospital', 'health', 'point_of_interest', 'establishment']","নুরজাহান প্লাজা, Jubilee Road, Munshiganj",ChIJQzNXAOatVTcRDcTBON3BWE8,"HG3P+G3 Munshiganj, Bangladesh",7MMGHG3P+G3
Baligaon Diagnostic & Clinic,23.4933632,90.409244,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Baligaon,ChIJvfIOvjOkVTcRplomdrdv8XQ,"FCV5+8M Baligaon, Bangladesh",7MMGFCV5+8M
Baligaon Govt. Health Complex,23.4952542,90.4101198,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Baligaon Bazar, Baligaon",ChIJ2TwQfjSkVTcR7kRy7PuPvok,"FCW6+42 Baligaon, Bangladesh",7MMGFCW6+42
Baligaon Health Complex,23.495315,90.410404,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Mawa - Munshiganj Highway, Baligaon",ChIJOQczgTSkVTcR2kS2aPz130M,"FCW6+45 Baligaon, Bangladesh",7MMGFCW6+45
Basudia Community Clinic,23.4992151,90.40474,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","MNJ72, Baligaon",ChIJtaWouTekVTcR0fgDERXMVwg,"FCX3+MV Baligaon, Bangladesh",7MMGFCX3+MV
Renesa Daigonistic Cear,23.4980931,90.4126621,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Louhajang Upazila,ChIJiVMmBWqlVTcR1jpxIt0GEZg,"FCX7+63 Baligaon, Bangladesh",7MMGFCX7+63
Fulkuchi community clinic,23.5125697,90.4116735,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Louhajang Upazila,ChIJsznXXk2kVTcRThA-0A9rlYI,"GC76+2M Baligaon, Bangladesh",7MMGGC76+2M
hospital,23.4893021,90.4422132,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dulihatta,ChIJ52Lrc_ClVTcRQyUyXOoWjGs,"FCQR+PV Dulihatta, Bangladesh",7MMGFCQR+PV
Mohammad Ali Gulbahar Hospital,23.4892933,90.4422785,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Dulihatta,ChIJ939U1eWlVTcRBMaW8yvm6e8,"FCQR+PW Dulihatta, Bangladesh",7MMGFCQR+PW
Dohori Community clinic,23.4594708,90.3923165,1.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Dohori,ChIJAWT73r2mVTcRJG3GScM1QRI,"F95R+QW Kalma, Bangladesh",7MMGF95R+QW
Maijgoan Community Clinic,23.4984636,90.3656045,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","লৌহজং উপজেলা, Maijgoan ,Bazar, louhajan",ChIJgRm5e7OjVTcR-OPH50kS9k4,"F9X8+96 Surpara, Bangladesh",7MMGF9X8+96
Nabin medical hall,23.4780613,90.3677801,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Louhajang Upazila,ChIJWcxinf2jVTcRqZYgjIAI178,"F9H9+64 Louhajang, Bangladesh",7MMGF9H9+64
Gholtoli Community Clinic,23.4777993,90.3675599,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Gholtoli, Louhajang",ChIJn99z5DWjVTcRlUFgtVNIPj4,"F9H9+42 Louhajang, Bangladesh",7MMGF9H9+42
Kalma Health Complex,23.4525381,90.406698,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","MNG10, Kalma",ChIJSycLSPOmVTcR7sOd4mhrDqE,"FC34+2M Kalma, Bangladesh",7MMGFC34+2M
Haridia Hospital,23.4571192,90.3816632,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Louhajang Upazila,ChIJG-ZE47amVTcRhwhlzCMQMO0,"F94J+RM Haridia, Bangladesh",7MMGF94J+RM
Shamurbari Complex,23.4569103,90.381564,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaodia Road,ChIJzT4b-7amVTcRXYccfeNpSC4,"F94J+QJ Haridia, Bangladesh",7MMGF94J+QJ
পয়শা পশ্চিম পাড়া ক্লিনিক,23.4990601,90.3551768,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","পায়শা, পশ্চিম পাড়া, বৌলতলী, লৌহজং",ChIJcTlwKaCjVTcRPq2VKXXZIj4,"F9X4+J3 Pachaldia, Bangladesh",7MMGF9X4+J3
Nowpara Digital Hospital and The Lab,23.5196407,90.3620592,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Louhajang Upazila,ChIJIfRxrrajVTcRPzPZtT7g3gw,"G996+VR Pachaldia, Bangladesh",7MMGG996+VR
পয়শা পশ্চিম পাড়া কমিউনিটি ক্লিনিক,23.4982004,90.3546688,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","paisha pocchim para, Louhajang",ChIJdZWvMwyjVTcR_Fw0LXtRbbE,"F9X3+7V Pachaldia, Bangladesh",7MMGF9X3+7V
Poisha pocchim Para Community Clinic,23.4981928,90.3546665,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Poisha ,Pocchimpara, Louhajang",ChIJzZnNnjSjVTcRjLgML0r-_Z4,"F9X3+7V Pachaldia, Bangladesh",7MMGF9X3+7V
Dakkhin Betka Haji Umar Ali Clinic,23.5284895,90.4504894,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",MNG12,ChIJ7yCInICvVTcRpKcDgJM3WwM,"GFH2+95 Hatimara, Bangladesh",7MMGGFH2+95
Khawjaji Badru Bhai Lalon Sai Akhteruzzaman Ferdousy Hospital,23.5896008,90.5420404,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bandar,ChIJD4fUgBOyVTcRU_ziBAM6m4k,"HGQR+RR Bandar, Bangladesh",7MMGHGQR+RR
ইসমানির চর কমিউনিটি ক্লিনিক,23.558982,90.589139,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","গজারিয়া উপজেলা, ইামানির চর কমিউনিটি ক্লিনিক গজারিয়া",ChIJpceU2kStVTcRkKHTdVTKJuk,"HH5Q+HM Ismanir Char, Bangladesh",7MMGHH5Q+HM
বালুয়াকান্দি কমিউনিটি ক্লিনিক,23.5478112,90.6204165,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gazaria,ChIJVVVVVZVSVDcRig_jxDrSU10,"GJXC+45 Gazaria, Bangladesh",7MMGGJXC+45
Kurmitola General Hospital,23.6209934,90.4980054,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Narayanganj,ChIJoyClEgixVTcRJdWhgSEYAQk,"JFCX+96 Narayanganj, Bangladesh",7MMGJFCX+96
Prime General Hospital,23.6237699,90.5010694,4.2,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Narayanganj Highway,ChIJnYZmawmxVTcRbiOZiPGJGWI,"JGF2+GC Narayanganj, Bangladesh",7MMGJGF2+GC
Labaid diagnostic Naraongonj Branch,23.6243903,90.5001358,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']","House no -56,vasa soinik AKM samsuzzoha road, Naraongonj, নারায়ণগঞ্জ",ChIJMf0BIQmxVTcRVNXAhMbktiM,"JGF2+Q3 Narayanganj, Bangladesh",7MMGJGF2+Q3
Hakim Hafiz Abdul Majid Hospital,23.598485,90.6193026,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Gazaria Upazila,ChIJLYxANT5NVDcRdYMGdpMYtkQ,"HJX9+9P Gazaria, Bangladesh",7MMGHJX9+9P
বাংলাদেশ রেড ক্রিসেন্ট সোসাইটি,23.5421898,90.5305087,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","মুন্সিগঞ্জ সদর উপজেলা, মুন্সিকান্দি, হোমনা",ChIJ2brZe-ytVTcRd-bheIWW_qU,"GGRJ+V6 Munshiganj, Bangladesh",7MMGGGRJ+V6
Munshiganj Diabetic Hospital,23.5424426,90.534812,3.3,8,"['hospital', 'health', 'point_of_interest', 'establishment']","Jubilee Road, Munshiganj",ChIJrybRqdytVTcR0u7gofK6WFU,"GGRM+XW Munshiganj, Bangladesh",7MMGGGRM+XW
নতুন ডায়াবেটিস হাসপাতাল,23.5384501,90.5382795,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Munshiganj",ChIJZYlv-TGtVTcRo_u5uhE4G3c,"GGQQ+98 Munshiganj, Bangladesh",7MMGGGQQ+98
Munshiganj New Diabetic Hospital,23.5383063,90.5382137,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJ-wdRC8etVTcRWaX4N0xZD3g,"GGQQ+87 Munshiganj, Bangladesh",7MMGGGQQ+87
Munshiganj Diabetes Hospital,23.5382258,90.538193,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJ2UG2qHutVTcRKnu4KK_j_PM,"GGQQ+77 Munshiganj, Bangladesh",7MMGGGQQ+77
মুন্সিগঞ্জ ডায়বেটিজ হসপিটাল,23.5382411,90.5382868,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJMz8cu8WtVTcR4XSIKFR6JNg,"GGQQ+78 Munshiganj, Bangladesh",7MMGGGQQ+78
Munshiganj TB Hospital,23.5333703,90.5281712,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJz30fZN2tVTcRKIubNIG2YJg,"GGMH+87 Munshiganj, Bangladesh",7MMGGGMH+87
জক্ষ্মা হাসপাতাল,23.533354,90.5281789,3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJZdCYKdatVTcRsT64drdYKqg,"GGMH+87 Munshiganj, Bangladesh",7MMGGGMH+87
Dr Kumar Mridul Das,23.5526098,90.5344304,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","2 Munshiganj Sadar Old Road, Munshiganj",ChIJj2rFOKStVTcRkC7CfZOYf18,"HG3M+2Q Munshiganj, Bangladesh",7MMGHG3M+2Q
pioneer dental medical college,23.5539841,90.5301095,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sadar Hospital Road, Munshiganj",ChIJLWZGVuGtVTcRNYpoBICvuzY,"HG3J+H2 Munshiganj, Bangladesh",7MMGHG3J+H2
isphahani daygonastik sentre,23.5543759,90.5296268,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Munshiganj,ChIJWYbBY96tVTcRZxQYQ6y12eY,"HG3H+QV Munshiganj, Bangladesh",7MMGHG3H+QV
Mollah Clinic,23.5539795,90.534123,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","super market road, মুন্সিগঞ্জ",ChIJD9JBCuatVTcRAYtAslNF6S0,"HG3M+HJ Munshiganj, Bangladesh",7MMGHG3M+HJ
Munshiganj Adhunik Hospital,23.5538403,90.5351657,3.6,8,"['hospital', 'health', 'point_of_interest', 'establishment']","নুরজাহান প্লাজা, Jubilee Road, Munshiganj",ChIJQzNXAOatVTcRDcTBON3BWE8,"HG3P+G3 Munshiganj, Bangladesh",7MMGHG3P+G3
Amena Molla Adhunik Hospital,23.4333545,90.4888333,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Kaskir Dorza Road, Dhigir Par Bazar",ChIJEWuNwwGpVTcRt923hQPRsJE,"CFMQ+8G Dhigir Par Bazar, Bangladesh",7MMGCFMQ+8G
Bepari Foundation,23.4326467,90.4888383,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dighirpar - Puara Bazar Road,ChIJFZtYE7GpVTcRlqezOGmJwfA,"CFMQ+3G Dhigir Par Bazar, Bangladesh",7MMGCFMQ+3G
চাপঁ কমিউনিটি কিলনিক,23.4792237,90.4822957,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Tongibari Upazila,ChIJZQVV-7evVTcRBjWpfk22xP4,"FFHJ+MW রাউৎভোগ, Bangladesh",7MMGFFHJ+MW
কাঠাদিয়া শিমুলিয়া কমিউনিটি কিলনিক,23.4825724,90.4931081,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Tongibari Upazila,ChIJT3tMtsWvVTcRPrm-uzW57Jw,"FFMV+26 Aldi, Bangladesh",7MMGFFMV+26
শিমুলিয়া কমিউনিটি কিলনিক,23.4881645,90.4753709,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Tongibari Upazila,ChIJHX7xe3GvVTcRbmYApY1yr8c,"FFQG+74 রাউৎভোগ, Bangladesh",7MMGFFQG+74
কে শিমুলিয়া কমিউনিটি কিলনিক,23.4881728,90.4753538,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Tongibari Upazila,ChIJ_39IZluvVTcRk4I676TEs88,"FFQG+74 রাউৎভোগ, Bangladesh",7MMGFFQG+74
