Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
Kaler Para Helth Complex,24.7285117,89.535308,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaler Para,ChIJ0c2KKemv_TkRjcvmCnp3jjI,"PGHP+C4 Kaler Para, Bangladesh",7MPFPGHP+C4
Kajla union,24.8887731,89.5709844,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sariakandi,ChIJKcwEHk-n_TkRZXcEz_c7K0k,"VHQC+G9 Sariakandi, Bangladesh",7MPFVHQC+G9
Alokito digital diagnostic centre,24.8887731,89.5709844,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Girls school more, Sariakandi",ChIJMd9acomn_TkRu4Tkk8TpcmM,"VHQC+G9 Sariakandi, Bangladesh",7MPFVHQC+G9
Upazila health center,24.8889377,89.5710075,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gabtali - Shariakandi Road, Sariakandi",ChIJh2d5VZKn_TkRST-NHEI0smM,"VHQC+HC Sariakandi, Bangladesh",7MPFVHQC+HC
হাসপাতাল,24.8883322,89.5709015,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Thana Road, Sariakandi",ChIJhwTmKkan_TkRQI4SC6e4tnc,"VHQC+89 Sariakandi, Bangladesh",7MPFVHQC+89
"Upazila Health Complex, Sariakandi, Bogra",24.8882778,89.571055,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sariakandi Upazila,ChIJ-Q8xu2an_TkR4PS5W7pv2VI,"VHQC+8C Sariakandi, Bangladesh",7MPFVHQC+8C
৫০ শয্যা বিশিষ্ট সারিয়াকান্দি সদর হাসপাতাল,24.8882394,89.5709622,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Sariakandi,ChIJF195B5On_TkRUUEtRsSYkYc,"VHQC+79 Sariakandi, Bangladesh",7MPFVHQC+79
Sariakandi Upozila Health Complex,24.8881464,89.5710145,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Thana Road, Sariakandi",ChIJO2MjqJOn_TkRMsxICiK-P3E,"VHQC+7C Sariakandi, Bangladesh",7MPFVHQC+7C
Sariakandi sadar hospital,24.88883,89.569345,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Thana Road, Sariakandi",ChIJN1Fpxxqn_TkR-Y41c08rhyM,"VHQ9+GP Sariakandi, Bangladesh",7MPFVHQ9+GP
Nayon,24.8853915,89.5627145,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","BRAC University UB01, 66 Bir Uttam AK Khandakar Road, Dhaka",ChIJY239uaCn_TkRcj4-BzE1OCA,"VHP7+53 Sariakandi, Bangladesh",7MPFVHP7+53
Lifebuoy Floating Hospital,24.9108824,89.5967674,3.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Sariakandi Upazila,ChIJC8v9oNAJ_TkRTqRRy6KevyA,"WH6W+9P Sariakandi, Bangladesh",7MPFWH6W+9P
Chagoldhara community clinic,24.8543017,89.5658566,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sariakandi Upazila,ChIJfVc76_an_TkRyMNsWinUQD8,"VH38+P8 Domkandi, Bangladesh",7MPFVH38+P8
Mukti Medical Store,24.8781632,89.5315726,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJYS3RIx2p_TkRs9ZgHzr2Wek,"VGHJ+7J Horina, Bangladesh",7MPFVGHJ+7J
Jatholida Community Clinic,24.912261,89.5194406,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJiZpXtZYH_TkRwvbYloflzWk,"WG69+WQ Jatholida, Bangladesh",7MPFWG69+WQ
কদমতলী কমিউনিটি ক্লিনিক,24.9050654,89.5032916,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kadamtali,ChIJB7bNEHoH_TkRn8-PunDtYKI,"WG43+28 Dhananjoy, Bangladesh",7MPFWG43+28
Nepaltali Community Clinic,24.8748466,89.4954202,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJKxVAtrOp_TkRUgE9nOvAhLg,"VFFW+W5 Nepaltali, Bangladesh",7MPFVFFW+W5
নেপালতলী সূর্যের হাসি ক্নিলিক,24.8784318,89.4911508,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJ4x-ynaip_TkRZKDxQdKtQho,"VFHR+9F Nepaltali, Bangladesh",7MPFVFHR+9F
ছাইহাটা কমিউনিটি ক্লিনীক,24.8183799,89.5466906,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sariakandi Upazila,ChIJUx-v76io_TkRX28_k-MNqTc,"RG9W+9M Chhaihatta, Bangladesh",7MPFRG9W+9M
ভেলাবাড়ি comunity ক্লিনিক,24.811868,89.5392022,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhelabari,ChIJFc3kw1Op_TkRtuAac0ImW9U,"RG6Q+PM Chhaihatta, Bangladesh",7MPFRG6Q+PM
baoitona community clinic,24.88544,89.4780117,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJ4wYGCFqp_TkR36t5Vi_hYTQ,"VFPH+56 Gabtali, Bangladesh",7MPFVFPH+56
Baoitona Community Clinic,24.8854082,89.4779836,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJdypAHvSp_TkRc0bxyGLWYX8,"VFPH+55 Gabtali, Bangladesh",7MPFVFPH+55
Langolmora Hospital,24.5732204,89.5182486,5,11,"['hospital', 'health', 'point_of_interest', 'establishment']",Shohidul Bari Rd,ChIJ0-CjEAe3_TkR8tstkrOknjM,"HGF9+77 Chaukibari, Bangladesh",7MPFHGF9+77
Comfort Diagnostic & Consultation Center,24.5555612,89.5041048,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Raiganj Upazila,ChIJQS1gDk-2_TkRN9LrhUVfi6g,"HG43+6J Chandaikona, Bangladesh",7MPFHG43+6J
Comfort Diagnostic & Consultation Center Chandaikona,24.5554611,89.5041774,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","রায়গঞ্জ উপজেলা, Comfort Diagnostic & Consultation Center Road",ChIJKYXolI-3_TkRUXFq_UE_Xug,"HG43+5M Chandaikona, Bangladesh",7MPFHG43+5M
Shornakunjo,24.5664337,89.4801249,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","শেরপুর উপজেলা, Dhankundi,পাঁচতলা,ফুডভিলেজ",ChIJT21-zfS3_TkRlDGrdACMiCg,"HF8J+H2 Dhankundi, Bangladesh",7MPFHF8J+H2
Shornakunjo,24.557291,89.475607,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","পাঁচতলা,ফুডভিলেজ, Dhankundi",ChIJdWFkPQm3_TkRp8qYA5YBz3A,"HF4G+W6 Dhankundi, Bangladesh",7MPFHF4G+W6
দেবরাজপুর কমিউনিটি ক্লিনিক,24.5429048,89.4813004,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJJ0dNOyC3_TkRVonglhhU010,"GFVJ+5G Nijhuri, Bangladesh",7MPFGFVJ+5G
শুভ ডেন্টাল হল,24.5295216,89.5450458,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","bazar, Nimgachi",ChIJ1aVYDYS3_TkRcTIrvENd6yw,"GGHW+R2 Raiganj, Bangladesh",7MPFGGHW+R2
Apex Hospital,24.5219888,89.5336992,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhanghara Road,ChIJ45E0SB7I_TkRyA5lNLx-OXs,"GGCM+QF Raiganj, Bangladesh",7MPFGGCM+QF
mohishura jame masque,24.610584,89.541898,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhunat Upazila,ChIJax9-8FS3_TkRok59lM3n87E,"JG6R+6Q Chaukibari, Bangladesh",7MPFJG6R+6Q
Dumrai community clinic,24.5223952,89.4914967,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJoeVF5N7J_TkRY_npESh1Oik,"GFCR+XH Nijhuri, Bangladesh",7MPFGFCR+XH
Dumrai community clinic,24.5189664,89.4942985,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Raiganj Upazila,ChIJ60DG7SbJ_TkR67eIASWYKZ4,"GF9V+HP Raiganj, Bangladesh",7MPFGF9V+HP
Joylajuan Bottola Bazar,24.6195189,89.4934538,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Sherpur Upazila,ChIJcZ2BpNGx_TkR2pr7DuE-neA,"JF9V+R9 Chaukibari, Bangladesh",7MPFJF9V+R9
শেহলিয়াবাড়ী কমিনিউটি ক্লিনিক,24.5768134,89.5796518,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhunat Upazila,ChIJCbdr2a25_TkRZeIUyyK1t4E,"HHGH+PV Khatiamari, Bangladesh",7MPFHHGH+PV
Hasan/Bayzid Pharmacy,24.5492481,89.4552534,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","শেরপুর উপজেলা, Fokirtola.Bhobanipur",ChIJQZ7YDxi1_TkRZiH_C__bSE8,"GFX4+M4 Bhawanipur, Bangladesh",7MPFGFX4+M4
Coukibari Union Helth Complex,24.6274116,89.5299667,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhunat-Mathurapur Road, Dhunat",ChIJyS9Fy8mw_TkRmW7pFsRtGdY,"JGGH+XX Chaukibari, Bangladesh",7MPFJGGH+XX
Chaukibari Union Helth Complex,24.6274276,89.5299783,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhunat-Mathurapur Road, Dhunat",ChIJy_VQy8mw_TkRFfHYeBUoyp8,"JGGH+XX Chaukibari, Bangladesh",7MPFJGGH+XX
Raiganj Upazilla Health Complex,24.5046298,89.5271886,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Raiganj Upazila,ChIJHdYhoPvJ_TkR6e1tpQx4ITM,"GG3G+VV Raiganj, Bangladesh",7MPFGG3G+VV
Raiganj Government Hospital,24.5045645,89.5270752,4.5,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhanghara Road,ChIJedqpvj7I_TkRchUIZ2u5OqM,"GG3G+RR Raiganj, Bangladesh",7MPFGG3G+RR
খাটিয়ামারী কমিউনিটি ক্লিনিক,24.5875821,89.5890578,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Khatiamari Road,ChIJy8gllgm5_TkRNyq_I_Mq5_4,"HHQQ+2J Khatiamari, Bangladesh",7MPFHHQQ+2J
"মা ও শিশুকল্যাণ কেন্দ্র, ব্রহ্মগাছা",24.545189,89.5923005,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Raiganj Upazila,ChIJHXlfYBG5_TkRuqvei96xP1o,"GHWR+3W Brammogacha, Bangladesh",7MPFGHWR+3W
Saic General Hospital,24.8442479,89.3729661,3.4,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Sherpur Road, Bogura",ChIJlUm_0ZRU_DkRk_-Zejqz100,"R9VF+M5 Bogura, Bangladesh",7MPFR9VF+M5
Bogra Autism Care Center,24.8449151,89.3676478,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Abdul Bari Road, Bogura",ChIJya1GYPpU_DkRRQ6WvgLYuZg,"R9V9+X3 Bogura, Bangladesh",7MPFR9V9+X3
"Disabled service and support centers, Bogra",24.8546238,89.3769644,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Dottobari Road, Bogura",ChIJ_yzozeFU_DkRkY2o4woF1Xc,"V93G+RQ Bogura, Bangladesh",7MPFV93G+RQ
IBN SINA Diagnostic & Consultation Center,24.8393659,89.3739922,4.4,54,"['hospital', 'health', 'point_of_interest', 'establishment']","01 Sherpur Road, Bogura",ChIJN2pOwe5U_DkRbPmJLGip-HY,"R9QF+PH Bogura, Bangladesh",7MPFR9QF+PH
Matin Specialized Hospital,24.8327328,89.3755244,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","01 Sherpur Road, Bogura",ChIJVf3MWutU_DkRHSQKp-m48G4,"R9MG+36 Bogura, Bangladesh",7MPFR9MG+36
Astha De-Addiction Center,24.8576632,89.3964921,4.8,17,"['hospital', 'health', 'point_of_interest', 'establishment']",Bogura,ChIJO7UCQumq_TkRDa6JdwOlO_M,"V95W+3H Bogura, Bangladesh",7MPFV95W+3H
"Astha de-addiction Center (আস্থা মাদকাসক্তি নিরাময় কেন্দ্র,বগুড়া)",24.8576789,89.3965238,5,16,"['hospital', 'health', 'point_of_interest', 'establishment']","Z5032, Bogura",ChIJOSS78CpV_DkROtnNf8rNkps,"V95W+3J Bogura, Bangladesh",7MPFV95W+3J
Hamdard Unani Medical College O Hospital,24.8087992,89.3830483,4.1,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Near At Batgari Mor, Dhaka - Rangpur Highway, Bogura",ChIJpWOYkKBU_DkRM3tVU1tRqpg,"R95M+G6 Bogura, Bangladesh",7MPFR95M+G6
গ্রামীণ জিসি আই হসপিটাল,24.804879,89.3818149,4.6,57,"['hospital', 'health', 'point_of_interest', 'establishment']","Banani, Betgari, Bogura",ChIJ4YmS5F5T_DkRE-GJyTEkyk4,"R93J+XP Bogura, Bangladesh",7MPFR93J+XP
Army Medical College,24.7549718,89.3967631,5,13,"['hospital', 'health', 'point_of_interest', 'establishment']","ঢাকা - বগুড়া মহাসড়ক, Aria Bazar",ChIJAaStnNRS_DkR35sGFi1nw6M,"Q93W+XP Aria Bazar, Bangladesh",7MPFQ93W+XP
Rqkibul,24.848078,89.3729633,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bogura,ChIJq75qbXBV_DkRUjL037VS9_w,"R9XF+65 Bogura, Bangladesh",7MPFR9XF+65
Jangalpara Community Clinic,24.848078,89.3729633,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Jangalprara, Kahaloo",ChIJ3e5IiTBV_DkR6PqXGyj8j3Y,"R9XF+65 Bogura, Bangladesh",7MPFR9XF+65
Health Ways Hospital,24.8467248,89.3718588,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Gohail Road, Bogura",ChIJ27cp4-RU_DkRSb5swELv5To,"R9WC+MP Bogura, Bangladesh",7MPFR9WC+MP
দেশ হসপিটাল,24.8460052,89.3719751,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Near At Bogura Edwa rd Paura Park, Brahma Shomaj Lane, Bogura",ChIJGfOdBOVU_DkRxHVQX3ZRwTM,"R9WC+CQ Bogura, Bangladesh",7MPFR9WC+CQ
Bogura Unani Medical Center,24.8457414,89.3729478,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sherpur Road, Bogura",ChIJOQqDzRRV_DkRfca-c7IaLBA,"R9WF+75 Bogura, Bangladesh",7MPFR9WF+75
Desh Hospital,24.8454365,89.3721892,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Sutrapur, Bogura",ChIJQ_FGBOVU_DkREjJS3NsDnyY,"R9WC+5V Bogura, Bangladesh",7MPFR9WC+5V
Bogura Swasthoseba Hospital,24.8498744,89.3756155,3.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Nawabbari Road, Bogura",ChIJxzIbTOFU_DkR6jdh9dwjkXY,"R9XG+W6 Bogura, Bangladesh",7MPFR9XG+W6
সারা হসপিটাল এন্ড ডায়াগনোষ্টিক সেন্টার,24.8508891,89.3710209,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Badurtola, Bogura",ChIJWe34zRpV_DkRswnt2gDH2mw,"V92C+9C Bogura, Bangladesh",7MPFV92C+9C
