Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
Diamond Hospital And Lab,23.4354752,90.8428693,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sachar Bazar, Gauripur - Kachua Road, Sachar",ChIJDTxvUyNfVDcRN1XCbLqs5Jo,"CRPV+54 Sachar, Bangladesh",7MMGCRPV+54
Sachar Central Hospital,23.4370176,90.8439862,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sachar Bazar, P.o, Sachar",ChIJXfH3pTJfVDcR1YQsBIROydQ,"CRPV+RH Sachar, Bangladesh",7MMGCRPV+RH
Sachar Central Hospital and Digital Diagnostik Centar,23.4343027,90.8447048,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gauripur - Kachua Road,ChIJK4qlC9tfVDcRnycd39CK9Fw,"CRMV+PV Sachar, Bangladesh",7MMGCRMV+PV
বিতারা হসপিটাল,23.4130456,90.8577713,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kachua Upazila,ChIJL-nAKxBfVDcR0WmjTI5Ivko,"CV75+64 Taguria, Bangladesh",7MMGCV75+64
Bitara Union Health Center,23.4131274,90.8292924,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Majigacha,ChIJiTJsRFFZVDcRInOnqATPuwk,"CR7H+7P Taguria, Bangladesh",7MMGCR7H+7P
Palakhal union health & family welfare centre,23.3855406,90.8578154,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gauripur - Kachua Road, Doati",ChIJ2x3CU91fVDcRBCmbAt6p984,"9VP5+64 Doati, Bangladesh",7MMG9VP5+64
Hospital,23.3852621,90.8577597,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Doati,ChIJhdFyUmNfVDcRQZ5FuxLW5Lo,"9VP5+44 Doati, Bangladesh",7MMG9VP5+44
পালাখাল মডেল ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,23.3852451,90.8576937,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gauripur - Kachua Road, গৌরীপুর",ChIJRT6CcntfVDcRMIikW2Isj8w,"9VP5+33 Doati, Bangladesh",7MMG9VP5+33
Maligaon 50 Bedded Hospital,23.4896857,90.8304771,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Daudkandi Upazila,ChIJy1ClNwhcVDcR0jiilihZb0U,"FRQJ+V5 Maligaon, Bangladesh",7MMGFRQJ+V5
Maligaon Bhuiyanbari Hospital Complex,23.4898324,90.8307338,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Maligoan Bhuiyanbari, Uttar Nagar Road.",ChIJWdKszAlcVDcRKiV_jMBWtzk,"FRQJ+W7 Maligaon, Bangladesh",7MMGFRQJ+W7
Abeda Noor Hospital,23.414818,90.9036731,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina Upazila,ChIJ5ec4LthfVDcRbEU2VB9lofc,"CW73+WF Nowabpur, Bangladesh",7MMGCW73+WF
Al Madina Health Care,23.4136423,90.908137,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","bazar, Gallai, Chandina",ChIJy8rtywxhVDcRrE66CzhNd7M,"CW75+F7 Nowabpur, Bangladesh",7MMGCW75+F7
বালুয়াকান্দি কমিউনিটি ক্লিনিক,23.5478112,90.6204165,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gazaria,ChIJVVVVVZVSVDcRig_jxDrSU10,"GJXC+45 Gazaria, Bangladesh",7MMGGJXC+45
ইসমানির চর কমিউনিটি ক্লিনিক,23.558982,90.589139,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","গজারিয়া উপজেলা, ইামানির চর কমিউনিটি ক্লিনিক গজারিয়া",ChIJpceU2kStVTcRkKHTdVTKJuk,"HH5Q+HM Ismanir Char, Bangladesh",7MMGHH5Q+HM
পোরাচক বাউশীয়া পশ্চিম নয়াকান্দি কমিউনিটিাক্লিনিক,23.5540916,90.6649646,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Baushia Madrasa, N1, Gazaria",ChIJVVVFLhFSVDcR_6ngOVRW4S4,"HM37+JX Gazaria, Bangladesh",7MMGHM37+JX
Foyez Ahmed Choudhury Memorial Hospital & Diagnostic Center,23.4909786,90.6203746,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalipur Bazar Road,ChIJAV7ogUJTVDcRHyRoEGMW6nQ,"FJRC+94 Amiyapur, Bangladesh",7MMGFJRC+94
ডা: জয়নাল আবেদীন ডায়াগনষ্টিক সেন্টার এন্ড মেডিসিন,23.492906,90.652503,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab - Meghna - Dhonagoda - Beriband Road,ChIJOWrWA6lTVDcRfuURdwl_ct4,"FMV3+52 Choto Kinar Chok, Bangladesh",7MMGFMV3+52
Rabeya Naser Medical Hospital,23.4558842,90.6178713,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",জর্জ নগর,ChIJl37Q_r5UVDcRHTaKxSFPCm4,"FJ49+94 জর্জ নগর, Bangladesh",7MMGFJ49+94
Rabia Naser Hospital,23.4556889,90.6171017,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",জর্জনগর রোড,ChIJ2zs1jb5UVDcR5pUdPHR2hRs,"FJ48+7R জর্জ নগর, Bangladesh",7MMGFJ48+7R
ডা:জয়নাল আবেদীন ডায়াগনষ্টিক সেন্টার এন্ড মেডিসিন,23.4994949,90.6540466,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bara Char,ChIJa9abSTlTVDcRkWQ9ylNciMU,"FMX3+QJ Choto Kinar Chok, Bangladesh",7MMGFMX3+QJ
Hospital,23.4816983,90.6584716,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Rasta,ChIJPUv0rPRTVDcRRFp6o8r8hGg,"FMJ5+M9 Choto Kinar Chok, Bangladesh",7MMGFMJ5+M9
mardon hospital,23.4427253,90.6450821,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Maradan Hospital Road,ChIJz87nOVpUVDcR0tYXtcarxmo,"CJVW+32 Chengar Char, Bangladesh",7MMGCJVW+32
"Upazila Health Complex, Motlab North",23.4422473,90.6448812,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab Uttar Upazila,ChIJ6ehSPFpUVDcRMXMKwv_uXMg,"CJRV+VX Chengar Char, Bangladesh",7MMGCJRV+VX
Rasulpur Government Hospital,23.5385251,90.6126705,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bhaberchar - Rasulpur Road, Gazaria",ChIJXbqeostTVDcRPLT5E-8p54M,"GJQ7+C3 Gazaria, Bangladesh",7MMGGJQ7+C3
PULSE-AID GENERAL HOSPITAL & DIAGNOSTIC CENTER . পালস্-এইড জেনারেল হাসপাতাল ও ডায়াগনস্টিক সেন্টার,23.4341525,90.6174086,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Changerchar Bazar, Matlab North",ChIJQQqj9A5VVDcRcERe23yxpeM,"CJM8+MX Kalakanda, Bangladesh",7MMGCJM8+MX
Maria General Hospital & Diagnostic Centre,23.4305345,90.6187548,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalakanda,ChIJjyWnud9UVDcRCx6GPtV6fUw,"CJJ9+6G Kalakanda, Bangladesh",7MMGCJJ9+6G
গুয়াগাছিয়া হাসপাতাল,23.5125589,90.6805529,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","গজারিয়া উপজেলা, গুয়াগাছিয়া",ChIJuShRz3xRVDcRTXXDj3n6I5s,"GM7J+26 Gazaria, Bangladesh",7MMGGM7J+26
দক্ষিন ফুলদী কমিউনিটি ক্লিনিক,23.5472215,90.6094734,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","GR9, Gazaria",ChIJh3NhI8hSVDcRPCd1NUTKuUU,"GJW5+VQ Gazaria, Bangladesh",7MMGGJW5+VQ
Ekhlashpur Health Care,23.3740544,90.616142,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Noyanogor,ChIJZ7qH5vP_VDcRRAEQ_0u5wg8,"9JF8+JF Noyanagar, Bangladesh",7MMG9JF8+JF
চরকাশিম কমিউনিটি ক্লিনিক,23.3611761,90.564545,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab Uttar Upazila,ChIJ3_fDzzgBVTcRBDW4B3CUX2Q,"9H67+FR Boro Char, Bangladesh",7MMG9H67+FR
বাহেরচর লতরদি কমিউনিটিক্লিনিক,23.3982174,90.6413792,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJjd20ErtVVDcRW2057VOG-Ww,"9JXR+7H Noyanagar, Bangladesh",7MMG9JXR+7H
Matlab North Upazilla Health Complex,23.4243867,90.6505885,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Maradan Hospital Road, Borokinachok",ChIJm8IxRrJVVDcRo8ajWOF9p2w,"CMF2+Q6 Gazra, Bangladesh",7MMGCMF2+Q6
Union Health & Family Welfare Center,23.3786185,90.661481,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab Uttar Upazila,ChIJx7NcGl__VDcRdenH7XWo4Ts,"9MH6+CH Mandertali, Bangladesh",7MMG9MH6+CH
মান্দারতলী উপ স্বাস্থ্য কেন্দ্র ।,23.379609,90.6619322,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab Uttar Upazila,ChIJU9vL4sP_VDcRu0KaAoxsT_M,"9MH6+RQ Mandertali, Bangladesh",7MMG9MH6+RQ
Mandartoli Central Hospital,23.3793562,90.6622478,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJ0_orY_H_VDcRaAbHGMT_fVE,"9MH6+PV Mandertali, Bangladesh",7MMG9MH6+PV
"কমিউনিটি স্বাস্থ্য ক্লিনিক (Community Health Clinic), ছোট হলদিয়া, মতলব উত্তর, চাঁদপুর",23.3604756,90.6588456,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJoxWXiw7_VDcRtyu0gwFLu-w,"9M65+5G Charmachhua, Bangladesh",7MMG9M65+5G
বোরকাটি জেনারেল হসপিটাল,23.3532893,90.5064422,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhedarganj Upazila,ChIJn4G4CUkHVTcRk9OXJvTCYlM,"9G34+8H Rajrajeshwar, Bangladesh",7MMG9G34+8H
Hospital,23.3765387,90.6841068,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJFbJPWr75VDcRva5B-bFLmsQ,"9MGM+JJ Mandertali, Bangladesh",7MMG9MGM+JJ
Jalal Chaudhry Hospital,23.3867913,90.6897848,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab Uttar Upazila,ChIJ0_oDiBtWVDcRVWULjJpRIcI,"9MPQ+PW Purbo Islamabad, Bangladesh",7MMG9MPQ+PW
Ludhua Hospital,23.3878843,90.6901676,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ludua Road,ChIJ7331qGZXVDcRtyCn-Xy9ztI,"9MQR+53 Purbo Islamabad, Bangladesh",7MMG9MQR+53
Chandpuri shah Hospital,23.1822843,91.092512,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam,ChIJFdPLA9SaVDcRBGFQBFa7gMc,"53JV+W2 Ashirpar, Bangladesh",7MMH53JV+W2
Laksam Diagnostic Center and Hospital,23.2372684,91.1238818,4.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']","R141, Laksam",ChIJwapz8mKEVDcRrklR9RmWzh4,"64PF+WH Laksam, Bangladesh",7MMH64PF+WH
"Ultra-Modern Hospital, Comilla-3580",23.1686871,91.2035397,3.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Nangalkot,ChIJQQ_Qo1ydVDcR-F1ucfxfCgU,"5693+FC Nangalkot, Bangladesh",7MMH5693+FC
Batagow Community Clinic,23.1626721,91.2395343,2.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Nangalkot Upazila,ChIJk2PrI-hiUzcR153_IdTyv1A,"567Q+3R Nangalkot, Bangladesh",7MMH567Q+3R
মাহিনী সরকারী হাসপাতাল,23.1957981,91.2417521,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","mahini bazar nangalkot, Comilla",ChIJpRkkMy59UzcRwxi1w_WrCaU,"56WR+8P Mahini, Bangladesh",7MMH56WR+8P
Banduain Hospital,23.1653772,91.1058748,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Punchpuquria - Banduyan Road, Banduyan",ChIJsVvPuSKbVDcRwEDyrJuSUbo,"5484+58 Banduyan, Bangladesh",7MMH5484+58
উত্তরদা স্বাস্থ্য কেন্দ্র,23.1968782,91.1344993,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",A183,ChIJpR2kM6iEVDcRPW31U7_cI1s,"54WM+QQ Rampur, Bangladesh",7MMH54WM+QQ
উত্তর ফেনুয়া বন্ধু কুটির হাসপাতাল,23.155034,91.1017556,4.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Banduyan - Fenua - Munshirhat Road, Uttor Fenoua",ChIJY0HTfxubVDcRtYqlXsQtqLU,"5442+2P Uttor Fenoua, Bangladesh",7MMH5442+2P
নাংগলকোট ভেটেরিনারি হাসপাতাল,23.1674678,91.1630279,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",খিলা-নাঙ্গলকোট রোড,ChIJTQAOIB2dVDcRB-0Ga2FTQ2Q,"5587+X6 Nangalkot, Bangladesh",7MMH5587+X6
Charbaria community clinic,23.190927,91.1548083,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","krisnopur roadchorbaria ajgora, laksham, Comilla",ChIJv-L-gzWDVDcRFkzU-CMf8yg,"55R3+9W Nangalkot, Bangladesh",7MMH55R3+9W
Union Heath Complex Guvendo Pur,23.1822553,91.0925631,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Hashir par to Angaria ,Dogaiya, Mella Road",ChIJPSs0AtSaVDcRhaWmZywhaso,"53JV+W2 Ashirpar, Bangladesh",7MMH53JV+W2
শিকচাইল কমিউনিটি ক্লিনিক,23.1611875,91.0865428,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Batabariya - Monohorgonj Road,ChIJtfcDYhibVDcROTqLrYOQ3qE,"536P+FJ Shikchail, Bangladesh",7MMH536P+FJ
Amena medical centre,23.2116858,91.1161166,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam Upazila,ChIJr1vVbYmFVDcR0C8tIQ-yxFM,"6468+MC Thengarpar, Bangladesh",7MMH6468+MC
উপজেলা প্রানিসম্পদ দপ্তর ও ভেটেরিনারি হাসপাতাল,23.210814,91.154924,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",লাকসাম-নাঙ্গলকোট রোড,ChIJ6cFY6MCDVDcROVAWZOMx2OQ,"6563+8X Suktala, Bangladesh",7MMH6563+8X
Animals hospital,23.1649044,91.1838131,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nangalkot,ChIJe61cSD2dVDcRUv0Iaq_4384,"557M+XG Nangalkot, Bangladesh",7MMH557M+XG
কমিউনিটি ক্লিনিক,23.1227409,91.1516017,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nangalkot Upazila,ChIJk4YO3vqdVDcRMrcnwek__DE,"45F2+3J Bholain, Bangladesh",7MMH45F2+3J
আমেনা মেডিকেল,23.123618,91.1036005,2.2,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Manoharganj Upazila,ChIJZ-pCI7GbVDcRGhkAKYUN16Q,"44F3+CC Dokkhin Fenua, Bangladesh",7MMH44F3+CC
Lotra Shafi Hospital,23.151947,90.9185211,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahrasti Upazila,ChIJlcgEPtuSVDcRsfiheTLFb5g,"5W29+QC Bhatra, Bangladesh",7MMG5W29+QC
Dalta Government General Hospital,23.1248565,90.9475131,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Dalta Bazar, Paniwala - Dalta - Chatkhil Road",ChIJgzz7tuCTVDcRex8OQhKZNTI,"4WFX+W2 Bhatra, Bangladesh",7MMG4WFX+W2
Islampur Govt. Hospital,23.1191176,90.9645706,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","A034, Manikpur",ChIJpW36RsCTVDcRls19KaXf2pY,"4X97+JR Manikpur, Bangladesh",7MMG4X97+JR
চিতোষী পূর্ব স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,23.1645601,91.0004361,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahrasti Upazila,ChIJG25LTJWRVDcR7h8JRGIbuR8,"5272+R5 Chitoshi, Bangladesh",7MMH5272+R5
HASNABAD HEALTH & FAMILY WELFARE CENTRE.,23.1304971,91.008241,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chatkhil - Chitawshi Road,ChIJIQlk5QqRVDcRbgjxO4Efxug,"42J5+57 Norpaiya, Bangladesh",7MMH42J5+57
Bholakot Union Health & Family Welfare Centre,23.1179105,90.9299377,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Teory Bazar-Nolchara-Bhatra Bazar Road, Bhatra",ChIJOTbnRyyTVDcRrbcF0m_WAEQ,"4W9H+5X Bhatra, Bangladesh",7MMG4W9H+5X
ঘুঘুরচপ কমিউনিটি ক্লিনিক,23.1993459,90.9937279,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",A348,ChIJO6IZbA6PVDcRh7e4vNZANpk,"5XXV+PF Bijaypur, Bangladesh",7MMG5XXV+PF
Hospital,23.0980494,90.986892,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamalpur Road,ChIJozFw9VORVDcRxvbRPFYxXtU,"3XXP+6Q Faora, Bangladesh",7MMG3XXP+6Q
Bholakot Hospital,23.1080902,90.9225548,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramganj,ChIJ3Tfv_EKTVDcRW9pP14Uoyec,"4W5F+62 Teory, Bangladesh",7MMG4W5F+62
Bholakote Union Health and family Welfare Center,23.1080824,90.9224967,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Ramganj Upazila, Teory Bazar,Bholakot",ChIJz4L-_EKTVDcRh-9_NnpkOc0,"4W5C+6X Teory, Bangladesh",7MMG4W5C+6X
রায়শ্রী কমিউনিটি ক্লিনিক,23.2377233,91.0091933,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahrasti Upazila,ChIJlcAyIsaPVDcRv14mfvgWSeA,"62Q5+3M Raysree, Bangladesh",7MMH62Q5+3M
চন্ডিপুর সরকারি স্বাস্থ্য সেবা কেন্দ্র।,23.2332778,91.0252057,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJCwKvKaaPVDcR9FZ6c0t2lrI,"62MG+83 Panchthubi, Bangladesh",7MMH62MG+83
Chondipur Hospital,23.2277799,91.0241066,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","শাহরাস্তি উপজেলা, Chandipur",ChIJ4dJUm7iPVDcREB3j3VQU9ak,"62HF+4J Panchthubi, Bangladesh",7MMH62HF+4J
Nassa Hospital,23.2208053,91.0338726,4.7,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam Upazila,ChIJ6RefG7yPVDcRkW23f_fGCkM,"62CM+8G Panchthubi, Bangladesh",7MMH62CM+8G
বেরনাইয়া জেনারেল হাসপাতাল,23.200608,91.011492,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","বেরনাইয়া জেনারেল হাসপাতাল (বেরনাইয়া বাজার), comilla",ChIJI91tlNOPVDcRcRjZm3ZjKBk,"6226+6H Monohorganj, Bangladesh",7MMH6226+6H
Popular Diagnostic Centre,23.249436,90.9576436,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Comilla - Chandpur Highway, Kaliapara Bazar",ChIJW9uX5UWMVDcRcbTTIf61NC8,"6XX5+Q3 Kaliapara Bazar, Bangladesh",7MMG6XX5+Q3
Payalgacha Medical Centre,23.283737,91.0016468,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Payalgacha - Shantair Bazar Road,ChIJ46EBrcqOVDcRvFdhA-8G5V4,"72M2+FM Adra Ramchandrapur, Bangladesh",7MMH72M2+FM
